"Name","rivals","attacker","attacker_is_nato","victim","victim_is_nato","3rdpartyinitiator","interactionstartdate","interactionenddate","Year","duration_days","period_2016","method","targettype","cyber_objective","information_operation","objective_achievement","Concession","severity","damage type","Crit Inf","Supply Ch","Ransomware","Sources1","Sources2","Sources3","Sources4","Sources5","Political Objective","Justice","Cert","FBI"
"BlockBuster Sequel DPRK- S Korea","N Korea-S Korea","North Korea","No","South Korea","No","No",2017-04-01,2017-04-30,2017,29,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Defense Industrial Base Sector","No","No","https://unit42.paloaltonetworks.com/unit42-the-blockbuster-sequel/","https://www.bleepingcomputer.com/news/security/north-korean-cyberspies-target-us-defense-contractors-following-nuclear-threats/","https://www.cyberscoop.com/lazarus-group-north-korea-us-defense-contractors/",NA,NA,"DPRKn response to THAAD.",NA,NA,NA
"BitHumb Crypto Heist #2","N Korea-S Korea","North Korea","No","South Korea","No","No",2017-06-29,2017-06-29,2017,0,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Disruption","No","Yes","No",4,"Direct and immediate","Financial Services Sector","No","No","https://apnews.com/article/ece1c6b122224bd9ac5e4cbd0c1e1d80","https://www.zdnet.com/article/bithumb-cryptocurrency-exchange-hacked-a-third-time-in-two-years/","https://www.coindesk.com/bithumb-exchanges-31-million-hack-know-dont-know",NA,NA,"In February 2017, at least $7 million in virtual currency was stolen from BitHumb, a South Korean cryptocurrency exchange. Incident dates inconsistent across media reports.",NA,NA,NA
"Bithumb_B","N Korea-S Korea","North Korea","No","South Korea","No","No",2017-07-01,2017-07-31,2017,30,"After July 2016","Network Infiltration (Viruses)","Private/non-state","Disruption","No","Yes","No",4,"Direct and immediate","Financial Services Sector","No","No","https://apnews.com/article/ece1c6b122224bd9ac5e4cbd0c1e1d80","https://www.zdnet.com/article/bithumb-cryptocurrency-exchange-hacked-a-third-time-in-two-years/","https://www.coindesk.com/bithumb-exchanges-31-million-hack-know-dont-know",NA,NA,"The panel said South Korea’s Bithumb, one of the largest cryptocurrency exchanges in the world, was reportedly attacked at least four times. It said the first two attacks in February 2017 and July 2017 each resulted in losses of approximately $7 million,",NA,NA,NA
"Sejong Institute Hack","N Korea-S Korea","North Korea","No","South Korea","No","No",2018-05-01,2018-05-30,2018,29,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","No","Yes","No",2,"Direct and immediate","Other (Election Infrastructure, Academia)","No","No","https://www.bleepingcomputer.com/news/security/activex-zero-day-discovered-in-recent-north-korean-hacks/","https://www.wsj.com/articles/north-korea-while-professing-peace-escalated-cyberattacks-on-south-1527239057",NA,NA,NA,"North Korea attacked South Korean national security think tank using a zero-day on the organization's website.",NA,NA,NA
"Bithumb_C","N Korea-S Korea","North Korea","No","South Korea","No","No",2018-06-01,2018-06-30,2018,29,"After July 2016","Network Infiltration (Viruses)","Private/non-state","Disruption","No","Yes","No",4,"Direct and immediate","Financial Services Sector","No","No","https://apnews.com/article/ece1c6b122224bd9ac5e4cbd0c1e1d80","https://www.zdnet.com/article/bithumb-cryptocurrency-exchange-hacked-a-third-time-in-two-years/","https://www.coindesk.com/bithumb-exchanges-31-million-hack-know-dont-know",NA,NA,"The panel said South Korea’s Bithumb, one of the largest cryptocurrency exchanges in the world, was reportedly attacked at least four times. a June 2018 attack led to a $31 million",NA,NA,NA
"BitHumb Crypto Heist #3","N Korea-S Korea","North Korea","No","South Korea","No","No",2018-06-19,2018-06-19,2018,0,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Disruption","No","Yes","No",4,"Direct and immediate","Financial Services Sector","No","No","https://www.zdnet.com/article/bithumb-cryptocurrency-exchange-hacked-a-third-time-in-two-years/",NA,NA,NA,NA,"On June 19, 2018, approximately $31 million in virtual currency was stolen from BitHumb, a South Korean cryptocurrency exchange, marking the third theft in the last 16 months. In August 2019, the UN Security Council Panel of Experts indicated DPRK-affiliated actors were behind the theft. Proceeds were laundered through a separate crypto-currency exchange called YoBit. ZDNet does not include this event in its account of BitHumb attacks. Incident dates inconsistent across media reports.",NA,NA,NA
"Trump-Un Summit phishing","N Korea-S Korea","North Korea","No","South Korea","No","No",2019-02-20,2019-02-26,2019,6,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://www.cyberscoop.com/trump-kim-summit-vietnam-north-korea-hackers-phishing/",NA,NA,NA,NA,"Prior to the Vietnam summit of Kim Jong Un and Donald Trump, North Korean hackers were found to have targeted South Korean institutions in a phishing campaign using documents related to the diplomatic event as bait. No evidence to suggest their attack was successful.",NA,NA,NA
"Bithumb_D","N Korea-S Korea","North Korea","No","South Korea","No","No",2019-03-01,2019-03-31,2019,30,"After July 2016","Network Infiltration (Viruses)","Private/non-state","Disruption","No","Yes","No",4,"Direct and immediate","Financial Services Sector","No","No","https://apnews.com/article/ece1c6b122224bd9ac5e4cbd0c1e1d80","https://www.zdnet.com/article/bithumb-cryptocurrency-exchange-hacked-a-third-time-in-two-years/","https://www.coindesk.com/bithumb-exchanges-31-million-hack-know-dont-know",NA,NA,"The panel said South Korea’s Bithumb, one of the largest cryptocurrency exchanges in the world, was reportedly attacked at least four times. a March 2019 attack to a $20 million loss.",NA,NA,NA
"BitHumb Crypto Heist #4","N Korea-S Korea","North Korea","No","South Korea","No","No",2019-03-29,2019-08-30,2019,154,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Disruption","No","Yes","No",4,"Direct and immediate","Financial Services Sector","No","No","https://carnegieendowment.org/specialprojects/protectingfinancialstability/timeline#click-hide","https://thehimalayantimes.com/nepal/chinese-men-held-for-cyber-heist-worth-millions","https://www.zdnet.com/article/bithumb-cryptocurrency-exchange-hacked-a-third-time-in-two-years/",NA,NA,"On March 29, 2019, approximately $20 million in virtual currency was stolen from BitHumb, a South Korean cryptocurrency exchange, marking the fourth theft in two years. BitHumb attributes this attack to insiders. Incident dates inconsistent across media reports.",NA,NA,NA
"South Korean Supply Chains","N Korea-S Korea","North Korea","No","South Korea","No","No",2019-11-28,2020-11-18,2019,356,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and delayed","Financial Services Sector","Yes","No","https://www.bankinfosecurity.com/north-korean-hackers-suspected-supply-chain-attacks-a-15384",NA,NA,NA,NA,"North Korean hackers are suspected of carrying out a supply chain attack that targeted businesses, including financial firms, in South Korea using stolen digital certificates, according to researchers with security firm ESET.",NA,NA,NA
"Lazarus Group COVID-19 Phising Campaign  - Skorea","N Korea-S Korea","North Korea","No","South Korea","No","No",2020-06-01,2020-06-22,2020,21,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","No","No","No",3,"Direct and immediate","Healthcare and Public Health Sector","No","No","https://www.infosecurity-magazine.com/news/north-korean-covid19-phishing-six/","https://www.cyfirma.com/early-warning/global-covid-19-related-phishing-campaign-by-north-korean-operatives-lazarus-group-exposed-by-cyfirma-researchers/","https://www.zdnet.com/article/north-korean-state-hackers-reportedly-planning-covid-19-phishing-campaign-targeting-5m-across-six-nations/",NA,NA,"North Korean sent COVID-19 phishing emails to 5 million+ businesses to S Korea, Singapore, US, Japan, India, and the UK to steal information",NA,NA,NA
"Fourth of July_C","Japan-N Korea","North Korea","No","Japan","No","No",2009-07-04,2009-07-07,2009,3,"Before July 2016","DDoS, Botnets","Government non-military","Disruption","No","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://www.csmonitor.com/Technology/Horizons/2009/0708/north-korean-hackers-blamed-for-sweeping-cyber-attack-on-us-networks","https://www.nytimes.com/2009/07/09/technology/09cyber.html?mtrref=www.google.com&gwh=446A2A35F5DC5847A2B1F4A3E31B4D00&gwt=pay",NA,NA,NA,"DDoS disruptive events on governmental and private websites.",NA,NA,NA
"Lazarus Group COVID-19 Phising Campaign  - Japan","Japan-N Korea","North Korea","No","Japan","No","No",2020-06-01,2020-06-22,2020,21,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","No","No","No",3,"Direct and immediate","Healthcare and Public Health Sector","No","No","https://www.infosecurity-magazine.com/news/north-korean-covid19-phishing-six/","https://www.cyfirma.com/early-warning/global-covid-19-related-phishing-campaign-by-north-korean-operatives-lazarus-group-exposed-by-cyfirma-researchers/","https://www.zdnet.com/article/north-korean-state-hackers-reportedly-planning-covid-19-phishing-campaign-targeting-5m-across-six-nations/",NA,NA,"North Korean sent COVID-19 phishing emails to 5 million+ businesses to S Korea, Singapore, US, Japan, India, and the UK to steal information",NA,NA,NA
"Textbook hack","Japan-S Korea","South Korea","No","Japan","No","No",2001-04-01,2001-04-01,2001,0,"Before July 2016","DDoS, Botnets","Government non-military","Disruption","Yes","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://cmsw.mit.edu/mit2/Abstracts/ducke1.pdf",NA,NA,NA,NA,"DDoS retaliatory campaign over a revisionist WWII Japansese history textbook",NA,NA,NA
"South Korea Patriotic","Japan-S Korea","South Korea","No","Japan","No","No",2004-01-07,2004-01-14,2004,7,"Before July 2016","DDoS, Botnets","Private/non-state","Disruption","Yes","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://www.theguardian.com/world/2010/aug/18/japan-south-korea-disputed-islands","https://www.researchgate.net/publication/289878699_A_New_Approach_to_a_Territorial_Dispute_Involving_a_Former_Colonizer-Colony_Pair_The_Case_of_the_DokdoTakeshima_Dispute_between_Korea_and_Japan",NA,NA,NA,"Disruptive action regarding the lifting of censorship against Japanese media",NA,NA,NA
"Japan Patriotic","Japan-S Korea","Japan","No","South Korea","No","No",2004-01-07,2004-01-14,2004,7,"Before July 2016","DDoS, Botnets","Government non-military","Disruption","Yes","Yes","No",2,"Direct and immediate","Commercial Facilities Sector","No","No","https://www.refworld.org/pdfid/4d3025492.pdf","https://www.akamai.com/cn/zh/multimedia/documents/state-of-the-internet/akamai-q1-2008-state-of-the-internet-connectivity-report.pdf",NA,NA,NA,"Disruptive retaliation against South Korean hackers.",NA,NA,NA
"Island Dispute","Japan-S Korea","Japan","No","South Korea","No","No",2005-03-20,2005-03-20,2005,0,"Before July 2016","DDoS, Botnets","Government non-military","Disruption","Yes","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://www.bbc.com/news/world-asia-19207086","https://scholarlycommons.law.case.edu/cgi/viewcontent.cgi?article=1046&context=jil",NA,NA,NA,"DDoS demonstration against South Korean protests against the territorial claims of Takeshima Island",NA,NA,NA
"Dark Hotel_B","Japan-S Korea","South Korea","No","Japan","No","No",2008-01-01,2014-11-09,2008,2504,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",4,"Direct and delayed","Healthcare and Public Health Sector","Yes","No","https://attack.mitre.org/groups/G0012/","https://www.wired.com/2014/11/darkhotel-malware/","https://www.trendmicro.com/vinfo/pl/security/news/cybercrime-and-digital-threats/darkhotel-malware-emphasizes-the-importance-of-using-secure-networks-while-travelling",NA,NA,"Information theft from South Korea that targeted executives working in the nuclear industry",NA,NA,NA
"SK hack","Japan-S Korea","South Korea","No","Japan","No","No",2010-03-01,2010-03-01,2010,0,"Before July 2016","DDoS, Botnets","Government non-military","Disruption","Yes","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://www.refworld.org/pdfid/4d3025492.pdf","https://www.akamai.com/cn/zh/multimedia/documents/state-of-the-internet/akamai-q1-2008-state-of-the-internet-connectivity-report.pdf",NA,NA,NA,"DDoS commemoration of Korean Independence Day",NA,NA,NA
"Japan retaliation","Japan-S Korea","Japan","No","South Korea","No","No",2010-03-01,2010-03-01,2010,0,"Before July 2016","DDoS, Botnets","Government non-military","Disruption","Yes","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://www.refworld.org/pdfid/4d3025492.pdf","https://www.akamai.com/cn/zh/multimedia/documents/state-of-the-internet/akamai-q1-2008-state-of-the-internet-connectivity-report.pdf",NA,NA,NA,"Retaliation for the South Korean DDoS attack",NA,NA,NA
"Earthquake hack","Japan-S Korea","South Korea","No","Japan","No","Yes",2011-03-11,2011-03-14,2011,3,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",3,"Direct and immediate","Government Facilities Sector","No","No","https://us-cert.cisa.gov/ncas/current-activity/2011/03/11/Japan-Earthquake-and-Tsunami-Disaster-Email-Scams-Fake-Antivirus","http://www.spamfighter.com/News-16051-Japanese-Earthquake-Paves-Way-for-Several-Kinds-of-Cyber-Attacks.htm","https://www.siliconrepublic.com/enterprise/cyber-criminals-exploit-japan-earthquake-with-seo-attacks",NA,NA,"Data breaches during network vulneralbility in the aftermath of earthquake",NA,NA,NA
"October 2001 defacements","India-Pakistan","Pakistan","No","India","No","No",2001-10-22,2001-10-24,2001,2,"Before July 2016","Vandalism (website defacements, propaganda)","Government non-military","Disruption","Yes","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://www.indiatoday.in/magazine/technology-innovation/story/20010618-with-enemy-hackers-on-the-prowl-new-battleground-for-india-is-the-internet-775037-2001-06-18",NA,NA,NA,NA,"Disruptive event over the criticism of militant groups operating inside Pakistan, and Pakistani-controlled Kashmir.",NA,NA,NA
